,title,pct_n_affected,total_cost
3723,"(0, 1, 2, 0, 0, 2, 2, 2, 0)",17.4489525325,946287.2
3724,"(0, 1, 2, 0, 0, 2, 2, 2, 1)",16.8390347388,955477.333333
3725,"(0, 1, 2, 0, 0, 2, 2, 2, 2)",16.6401485017,972778.966667
3726,"(0, 1, 2, 0, 1, 0, 0, 0, 0)",22.6199946964,1062145.16667
3727,"(0, 1, 2, 0, 1, 0, 0, 0, 1)",22.0100769027,1071335.3
3728,"(0, 1, 2, 0, 1, 0, 0, 0, 2)",21.8111906656,1088636.93333
3729,"(0, 1, 2, 0, 1, 0, 0, 1, 0)",20.5913550782,1052731.33333
3730,"(0, 1, 2, 0, 1, 0, 0, 1, 1)",19.9814372845,1061921.46667
3731,"(0, 1, 2, 0, 1, 0, 0, 1, 2)",19.7825510475,1079223.1
3732,"(0, 1, 2, 0, 1, 0, 0, 2, 0)",20.1803235216,1081669.5
3733,"(0, 1, 2, 0, 1, 0, 0, 2, 1)",19.5704057279,1090859.63333
3734,"(0, 1, 2, 0, 1, 0, 0, 2, 2)",19.3715194909,1108161.26667
3735,"(0, 1, 2, 0, 1, 0, 1, 0, 0)",21.1614956245,1047280.96667
3736,"(0, 1, 2, 0, 1, 0, 1, 0, 1)",20.5515778308,1056471.1
3737,"(0, 1, 2, 0, 1, 0, 1, 0, 2)",20.3526915937,1073772.73333
3738,"(0, 1, 2, 0, 1, 0, 1, 1, 0)",19.1328560064,1037867.13333
3739,"(0, 1, 2, 0, 1, 0, 1, 1, 1)",18.5229382127,1047057.26667
3740,"(0, 1, 2, 0, 1, 0, 1, 1, 2)",18.3240519756,1064358.9
3741,"(0, 1, 2, 0, 1, 0, 1, 2, 0)",18.7218244497,1066805.3
3742,"(0, 1, 2, 0, 1, 0, 1, 2, 1)",18.1119066561,1075995.43333
3743,"(0, 1, 2, 0, 1, 0, 1, 2, 2)",17.913020419,1093297.06667
3744,"(0, 1, 2, 0, 1, 0, 2, 0, 0)",19.8886237072,1048667.43333
3745,"(0, 1, 2, 0, 1, 0, 2, 0, 1)",19.2787059136,1057857.56667
3746,"(0, 1, 2, 0, 1, 0, 2, 0, 2)",19.0798196765,1075159.2
3747,"(0, 1, 2, 0, 1, 0, 2, 1, 0)",17.8599840891,1039253.6
3748,"(0, 1, 2, 0, 1, 0, 2, 1, 1)",17.2500662954,1048443.73333
3749,"(0, 1, 2, 0, 1, 0, 2, 1, 2)",17.0511800583,1065745.36667
3750,"(0, 1, 2, 0, 1, 0, 2, 2, 0)",17.4489525325,1068191.76667
3751,"(0, 1, 2, 0, 1, 0, 2, 2, 1)",16.8390347388,1077381.9
3752,"(0, 1, 2, 0, 1, 0, 2, 2, 2)",16.6401485017,1094683.53333
3753,"(0, 1, 2, 0, 1, 1, 0, 0, 0)",22.6199946964,1085921.1
3754,"(0, 1, 2, 0, 1, 1, 0, 0, 1)",22.0100769027,1095111.23333
3755,"(0, 1, 2, 0, 1, 1, 0, 0, 2)",21.8111906656,1112412.86667
3756,"(0, 1, 2, 0, 1, 1, 0, 1, 0)",20.5913550782,1076507.26667
3757,"(0, 1, 2, 0, 1, 1, 0, 1, 1)",19.9814372845,1085697.4
3758,"(0, 1, 2, 0, 1, 1, 0, 1, 2)",19.7825510475,1102999.03333
3759,"(0, 1, 2, 0, 1, 1, 0, 2, 0)",20.1803235216,1105445.43333
3760,"(0, 1, 2, 0, 1, 1, 0, 2, 1)",19.5704057279,1114635.56667
3761,"(0, 1, 2, 0, 1, 1, 0, 2, 2)",19.3715194909,1131937.2
3762,"(0, 1, 2, 0, 1, 1, 1, 0, 0)",21.1614956245,1071056.9
3763,"(0, 1, 2, 0, 1, 1, 1, 0, 1)",20.5515778308,1080247.03333
3764,"(0, 1, 2, 0, 1, 1, 1, 0, 2)",20.3526915937,1097548.66667
3765,"(0, 1, 2, 0, 1, 1, 1, 1, 0)",19.1328560064,1061643.06667
3766,"(0, 1, 2, 0, 1, 1, 1, 1, 1)",18.5229382127,1070833.2
3767,"(0, 1, 2, 0, 1, 1, 1, 1, 2)",18.3240519756,1088134.83333
3768,"(0, 1, 2, 0, 1, 1, 1, 2, 0)",18.7218244497,1090581.23333
3769,"(0, 1, 2, 0, 1, 1, 1, 2, 1)",18.1119066561,1099771.36667
3770,"(0, 1, 2, 0, 1, 1, 1, 2, 2)",17.913020419,1117073.0
3771,"(0, 1, 2, 0, 1, 1, 2, 0, 0)",19.8886237072,1072443.36667
3772,"(0, 1, 2, 0, 1, 1, 2, 0, 1)",19.2787059136,1081633.5
3773,"(0, 1, 2, 0, 1, 1, 2, 0, 2)",19.0798196765,1098935.13333
3774,"(0, 1, 2, 0, 1, 1, 2, 1, 0)",17.8599840891,1063029.53333
3775,"(0, 1, 2, 0, 1, 1, 2, 1, 1)",17.2500662954,1072219.66667
3776,"(0, 1, 2, 0, 1, 1, 2, 1, 2)",17.0511800583,1089521.3
3777,"(0, 1, 2, 0, 1, 1, 2, 2, 0)",17.4489525325,1091967.7
3778,"(0, 1, 2, 0, 1, 1, 2, 2, 1)",16.8390347388,1101157.83333
3779,"(0, 1, 2, 0, 1, 1, 2, 2, 2)",16.6401485017,1118459.46667
3780,"(0, 1, 2, 0, 1, 2, 0, 0, 0)",22.6199946964,1109697.03333
3781,"(0, 1, 2, 0, 1, 2, 0, 0, 1)",22.0100769027,1118887.16667
3782,"(0, 1, 2, 0, 1, 2, 0, 0, 2)",21.8111906656,1136188.8
3783,"(0, 1, 2, 0, 1, 2, 0, 1, 0)",20.5913550782,1100283.2
3784,"(0, 1, 2, 0, 1, 2, 0, 1, 1)",19.9814372845,1109473.33333
3785,"(0, 1, 2, 0, 1, 2, 0, 1, 2)",19.7825510475,1126774.96667
3786,"(0, 1, 2, 0, 1, 2, 0, 2, 0)",20.1803235216,1129221.36667
3787,"(0, 1, 2, 0, 1, 2, 0, 2, 1)",19.5704057279,1138411.5
3788,"(0, 1, 2, 0, 1, 2, 0, 2, 2)",19.3715194909,1155713.13333
3789,"(0, 1, 2, 0, 1, 2, 1, 0, 0)",21.1614956245,1094832.83333
3790,"(0, 1, 2, 0, 1, 2, 1, 0, 1)",20.5515778308,1104022.96667
3791,"(0, 1, 2, 0, 1, 2, 1, 0, 2)",20.3526915937,1121324.6
3792,"(0, 1, 2, 0, 1, 2, 1, 1, 0)",19.1328560064,1085419.0
3793,"(0, 1, 2, 0, 1, 2, 1, 1, 1)",18.5229382127,1094609.13333
3794,"(0, 1, 2, 0, 1, 2, 1, 1, 2)",18.3240519756,1111910.76667
3795,"(0, 1, 2, 0, 1, 2, 1, 2, 0)",18.7218244497,1114357.16667
3796,"(0, 1, 2, 0, 1, 2, 1, 2, 1)",18.1119066561,1123547.3
3797,"(0, 1, 2, 0, 1, 2, 1, 2, 2)",17.913020419,1140848.93333
3798,"(0, 1, 2, 0, 1, 2, 2, 0, 0)",19.8886237072,1096219.3
3799,"(0, 1, 2, 0, 1, 2, 2, 0, 1)",19.2787059136,1105409.43333
3800,"(0, 1, 2, 0, 1, 2, 2, 0, 2)",19.0798196765,1122711.06667
3801,"(0, 1, 2, 0, 1, 2, 2, 1, 0)",17.8599840891,1086805.46667
3802,"(0, 1, 2, 0, 1, 2, 2, 1, 1)",17.2500662954,1095995.6
3803,"(0, 1, 2, 0, 1, 2, 2, 1, 2)",17.0511800583,1113297.23333
3804,"(0, 1, 2, 0, 1, 2, 2, 2, 0)",17.4489525325,1115743.63333
3805,"(0, 1, 2, 0, 1, 2, 2, 2, 1)",16.8390347388,1124933.76667
3806,"(0, 1, 2, 0, 1, 2, 2, 2, 2)",16.6401485017,1142235.4
3807,"(0, 1, 2, 0, 2, 0, 0, 0, 0)",22.6199946964,1231601.6
3808,"(0, 1, 2, 0, 2, 0, 0, 0, 1)",22.0100769027,1240791.73333
3809,"(0, 1, 2, 0, 2, 0, 0, 0, 2)",21.8111906656,1258093.36667
3810,"(0, 1, 2, 0, 2, 0, 0, 1, 0)",20.5913550782,1222187.76667
3811,"(0, 1, 2, 0, 2, 0, 0, 1, 1)",19.9814372845,1231377.9
3812,"(0, 1, 2, 0, 2, 0, 0, 1, 2)",19.7825510475,1248679.53333
3813,"(0, 1, 2, 0, 2, 0, 0, 2, 0)",20.1803235216,1251125.93333
3814,"(0, 1, 2, 0, 2, 0, 0, 2, 1)",19.5704057279,1260316.06667
3815,"(0, 1, 2, 0, 2, 0, 0, 2, 2)",19.3715194909,1277617.7
3816,"(0, 1, 2, 0, 2, 0, 1, 0, 0)",21.1614956245,1216737.4
3817,"(0, 1, 2, 0, 2, 0, 1, 0, 1)",20.5515778308,1225927.53333
3818,"(0, 1, 2, 0, 2, 0, 1, 0, 2)",20.3526915937,1243229.16667
3819,"(0, 1, 2, 0, 2, 0, 1, 1, 0)",19.1328560064,1207323.56667
3820,"(0, 1, 2, 0, 2, 0, 1, 1, 1)",18.5229382127,1216513.7
3821,"(0, 1, 2, 0, 2, 0, 1, 1, 2)",18.3240519756,1233815.33333
3822,"(0, 1, 2, 0, 2, 0, 1, 2, 0)",18.7218244497,1236261.73333
3823,"(0, 1, 2, 0, 2, 0, 1, 2, 1)",18.1119066561,1245451.86667
3824,"(0, 1, 2, 0, 2, 0, 1, 2, 2)",17.913020419,1262753.5
3825,"(0, 1, 2, 0, 2, 0, 2, 0, 0)",19.8886237072,1218123.86667
3826,"(0, 1, 2, 0, 2, 0, 2, 0, 1)",19.2787059136,1227314.0
3827,"(0, 1, 2, 0, 2, 0, 2, 0, 2)",19.0798196765,1244615.63333
3828,"(0, 1, 2, 0, 2, 0, 2, 1, 0)",17.8599840891,1208710.03333
3829,"(0, 1, 2, 0, 2, 0, 2, 1, 1)",17.2500662954,1217900.16667
3830,"(0, 1, 2, 0, 2, 0, 2, 1, 2)",17.0511800583,1235201.8
3831,"(0, 1, 2, 0, 2, 0, 2, 2, 0)",17.4489525325,1237648.2
3832,"(0, 1, 2, 0, 2, 0, 2, 2, 1)",16.8390347388,1246838.33333
3833,"(0, 1, 2, 0, 2, 0, 2, 2, 2)",16.6401485017,1264139.96667
3834,"(0, 1, 2, 0, 2, 1, 0, 0, 0)",22.6199946964,1255377.53333
3835,"(0, 1, 2, 0, 2, 1, 0, 0, 1)",22.0100769027,1264567.66667
3836,"(0, 1, 2, 0, 2, 1, 0, 0, 2)",21.8111906656,1281869.3
3837,"(0, 1, 2, 0, 2, 1, 0, 1, 0)",20.5913550782,1245963.7
3838,"(0, 1, 2, 0, 2, 1, 0, 1, 1)",19.9814372845,1255153.83333
3839,"(0, 1, 2, 0, 2, 1, 0, 1, 2)",19.7825510475,1272455.46667
3840,"(0, 1, 2, 0, 2, 1, 0, 2, 0)",20.1803235216,1274901.86667
3841,"(0, 1, 2, 0, 2, 1, 0, 2, 1)",19.5704057279,1284092.0
3842,"(0, 1, 2, 0, 2, 1, 0, 2, 2)",19.3715194909,1301393.63333
3843,"(0, 1, 2, 0, 2, 1, 1, 0, 0)",21.1614956245,1240513.33333
3844,"(0, 1, 2, 0, 2, 1, 1, 0, 1)",20.5515778308,1249703.46667
3845,"(0, 1, 2, 0, 2, 1, 1, 0, 2)",20.3526915937,1267005.1
3846,"(0, 1, 2, 0, 2, 1, 1, 1, 0)",19.1328560064,1231099.5
3847,"(0, 1, 2, 0, 2, 1, 1, 1, 1)",18.5229382127,1240289.63333
3848,"(0, 1, 2, 0, 2, 1, 1, 1, 2)",18.3240519756,1257591.26667
3849,"(0, 1, 2, 0, 2, 1, 1, 2, 0)",18.7218244497,1260037.66667
3850,"(0, 1, 2, 0, 2, 1, 1, 2, 1)",18.1119066561,1269227.8
3851,"(0, 1, 2, 0, 2, 1, 1, 2, 2)",17.913020419,1286529.43333
3852,"(0, 1, 2, 0, 2, 1, 2, 0, 0)",19.8886237072,1241899.8
3853,"(0, 1, 2, 0, 2, 1, 2, 0, 1)",19.2787059136,1251089.93333
3854,"(0, 1, 2, 0, 2, 1, 2, 0, 2)",19.0798196765,1268391.56667
3855,"(0, 1, 2, 0, 2, 1, 2, 1, 0)",17.8599840891,1232485.96667
3856,"(0, 1, 2, 0, 2, 1, 2, 1, 1)",17.2500662954,1241676.1
3857,"(0, 1, 2, 0, 2, 1, 2, 1, 2)",17.0511800583,1258977.73333
3858,"(0, 1, 2, 0, 2, 1, 2, 2, 0)",17.4489525325,1261424.13333
3859,"(0, 1, 2, 0, 2, 1, 2, 2, 1)",16.8390347388,1270614.26667
3860,"(0, 1, 2, 0, 2, 1, 2, 2, 2)",16.6401485017,1287915.9
3861,"(0, 1, 2, 0, 2, 2, 0, 0, 0)",22.6199946964,1279153.46667
3862,"(0, 1, 2, 0, 2, 2, 0, 0, 1)",22.0100769027,1288343.6
3863,"(0, 1, 2, 0, 2, 2, 0, 0, 2)",21.8111906656,1305645.23333
3864,"(0, 1, 2, 0, 2, 2, 0, 1, 0)",20.5913550782,1269739.63333
3865,"(0, 1, 2, 0, 2, 2, 0, 1, 1)",19.9814372845,1278929.76667
3866,"(0, 1, 2, 0, 2, 2, 0, 1, 2)",19.7825510475,1296231.4
3867,"(0, 1, 2, 0, 2, 2, 0, 2, 0)",20.1803235216,1298677.8
3868,"(0, 1, 2, 0, 2, 2, 0, 2, 1)",19.5704057279,1307867.93333
3869,"(0, 1, 2, 0, 2, 2, 0, 2, 2)",19.3715194909,1325169.56667
3870,"(0, 1, 2, 0, 2, 2, 1, 0, 0)",21.1614956245,1264289.26667
3871,"(0, 1, 2, 0, 2, 2, 1, 0, 1)",20.5515778308,1273479.4
3872,"(0, 1, 2, 0, 2, 2, 1, 0, 2)",20.3526915937,1290781.03333
3873,"(0, 1, 2, 0, 2, 2, 1, 1, 0)",19.1328560064,1254875.43333
3874,"(0, 1, 2, 0, 2, 2, 1, 1, 1)",18.5229382127,1264065.56667
3875,"(0, 1, 2, 0, 2, 2, 1, 1, 2)",18.3240519756,1281367.2
3876,"(0, 1, 2, 0, 2, 2, 1, 2, 0)",18.7218244497,1283813.6
3877,"(0, 1, 2, 0, 2, 2, 1, 2, 1)",18.1119066561,1293003.73333
3878,"(0, 1, 2, 0, 2, 2, 1, 2, 2)",17.913020419,1310305.36667
3879,"(0, 1, 2, 0, 2, 2, 2, 0, 0)",19.8886237072,1265675.73333
3880,"(0, 1, 2, 0, 2, 2, 2, 0, 1)",19.2787059136,1274865.86667
3881,"(0, 1, 2, 0, 2, 2, 2, 0, 2)",19.0798196765,1292167.5
3882,"(0, 1, 2, 0, 2, 2, 2, 1, 0)",17.8599840891,1256261.9
3883,"(0, 1, 2, 0, 2, 2, 2, 1, 1)",17.2500662954,1265452.03333
3884,"(0, 1, 2, 0, 2, 2, 2, 1, 2)",17.0511800583,1282753.66667
3885,"(0, 1, 2, 0, 2, 2, 2, 2, 0)",17.4489525325,1285200.06667
3886,"(0, 1, 2, 0, 2, 2, 2, 2, 1)",16.8390347388,1294390.2
3887,"(0, 1, 2, 0, 2, 2, 2, 2, 2)",16.6401485017,1311691.83333
3888,"(0, 1, 2, 1, 0, 0, 0, 0, 0)",21.4266772739,927013.366667
3889,"(0, 1, 2, 1, 0, 0, 0, 0, 1)",20.8167594802,936203.5
3890,"(0, 1, 2, 1, 0, 0, 0, 0, 2)",20.6178732432,953505.133333
3891,"(0, 1, 2, 1, 0, 0, 0, 1, 0)",19.3980376558,917599.533333
3892,"(0, 1, 2, 1, 0, 0, 0, 1, 1)",18.7881198621,926789.666667
3893,"(0, 1, 2, 1, 0, 0, 0, 1, 2)",18.589233625,944091.3
3894,"(0, 1, 2, 1, 0, 0, 0, 2, 0)",18.9870060992,946537.7
3895,"(0, 1, 2, 1, 0, 0, 0, 2, 1)",18.3770883055,955727.833333
3896,"(0, 1, 2, 1, 0, 0, 0, 2, 2)",18.1782020684,973029.466667
3897,"(0, 1, 2, 1, 0, 0, 1, 0, 0)",19.9681782021,912149.166667
3898,"(0, 1, 2, 1, 0, 0, 1, 0, 1)",19.3582604084,921339.3
3899,"(0, 1, 2, 1, 0, 0, 1, 0, 2)",19.1593741713,938640.933333
3900,"(0, 1, 2, 1, 0, 0, 1, 1, 0)",17.9395385839,902735.333333
3901,"(0, 1, 2, 1, 0, 0, 1, 1, 1)",17.3296207902,911925.466667
3902,"(0, 1, 2, 1, 0, 0, 1, 1, 2)",17.1307345532,929227.1
3903,"(0, 1, 2, 1, 0, 0, 1, 2, 0)",17.5285070273,931673.5
3904,"(0, 1, 2, 1, 0, 0, 1, 2, 1)",16.9185892336,940863.633333
3905,"(0, 1, 2, 1, 0, 0, 1, 2, 2)",16.7197029966,958165.266667
3906,"(0, 1, 2, 1, 0, 0, 2, 0, 0)",18.6953062848,913535.633333
3907,"(0, 1, 2, 1, 0, 0, 2, 0, 1)",18.0853884911,922725.766667
3908,"(0, 1, 2, 1, 0, 0, 2, 0, 2)",17.886502254,940027.4
3909,"(0, 1, 2, 1, 0, 0, 2, 1, 0)",16.6666666667,904121.8
3910,"(0, 1, 2, 1, 0, 0, 2, 1, 1)",16.056748873,913311.933333
3911,"(0, 1, 2, 1, 0, 0, 2, 1, 2)",15.8578626359,930613.566667
3912,"(0, 1, 2, 1, 0, 0, 2, 2, 0)",16.2556351101,933059.966667
3913,"(0, 1, 2, 1, 0, 0, 2, 2, 1)",15.6457173164,942250.1
3914,"(0, 1, 2, 1, 0, 0, 2, 2, 2)",15.4468310793,959551.733333
3915,"(0, 1, 2, 1, 0, 1, 0, 0, 0)",21.4266772739,950789.3
3916,"(0, 1, 2, 1, 0, 1, 0, 0, 1)",20.8167594802,959979.433333
3917,"(0, 1, 2, 1, 0, 1, 0, 0, 2)",20.6178732432,977281.066667
3918,"(0, 1, 2, 1, 0, 1, 0, 1, 0)",19.3980376558,941375.466667
3919,"(0, 1, 2, 1, 0, 1, 0, 1, 1)",18.7881198621,950565.6
3920,"(0, 1, 2, 1, 0, 1, 0, 1, 2)",18.589233625,967867.233333
3921,"(0, 1, 2, 1, 0, 1, 0, 2, 0)",18.9870060992,970313.633333
3922,"(0, 1, 2, 1, 0, 1, 0, 2, 1)",18.3770883055,979503.766667
3923,"(0, 1, 2, 1, 0, 1, 0, 2, 2)",18.1782020684,996805.4
3924,"(0, 1, 2, 1, 0, 1, 1, 0, 0)",19.9681782021,935925.1
3925,"(0, 1, 2, 1, 0, 1, 1, 0, 1)",19.3582604084,945115.233333
3926,"(0, 1, 2, 1, 0, 1, 1, 0, 2)",19.1593741713,962416.866667
3927,"(0, 1, 2, 1, 0, 1, 1, 1, 0)",17.9395385839,926511.266667
3928,"(0, 1, 2, 1, 0, 1, 1, 1, 1)",17.3296207902,935701.4
3929,"(0, 1, 2, 1, 0, 1, 1, 1, 2)",17.1307345532,953003.033333
3930,"(0, 1, 2, 1, 0, 1, 1, 2, 0)",17.5285070273,955449.433333
3931,"(0, 1, 2, 1, 0, 1, 1, 2, 1)",16.9185892336,964639.566667
3932,"(0, 1, 2, 1, 0, 1, 1, 2, 2)",16.7197029966,981941.2
3933,"(0, 1, 2, 1, 0, 1, 2, 0, 0)",18.6953062848,937311.566667
3934,"(0, 1, 2, 1, 0, 1, 2, 0, 1)",18.0853884911,946501.7
3935,"(0, 1, 2, 1, 0, 1, 2, 0, 2)",17.886502254,963803.333333
3936,"(0, 1, 2, 1, 0, 1, 2, 1, 0)",16.6666666667,927897.733333
3937,"(0, 1, 2, 1, 0, 1, 2, 1, 1)",16.056748873,937087.866667
3938,"(0, 1, 2, 1, 0, 1, 2, 1, 2)",15.8578626359,954389.5
3939,"(0, 1, 2, 1, 0, 1, 2, 2, 0)",16.2556351101,956835.9
3940,"(0, 1, 2, 1, 0, 1, 2, 2, 1)",15.6457173164,966026.033333
3941,"(0, 1, 2, 1, 0, 1, 2, 2, 2)",15.4468310793,983327.666667
3942,"(0, 1, 2, 1, 0, 2, 0, 0, 0)",21.4266772739,974565.233333
3943,"(0, 1, 2, 1, 0, 2, 0, 0, 1)",20.8167594802,983755.366667
3944,"(0, 1, 2, 1, 0, 2, 0, 0, 2)",20.6178732432,1001057.0
3945,"(0, 1, 2, 1, 0, 2, 0, 1, 0)",19.3980376558,965151.4
3946,"(0, 1, 2, 1, 0, 2, 0, 1, 1)",18.7881198621,974341.533333
3947,"(0, 1, 2, 1, 0, 2, 0, 1, 2)",18.589233625,991643.166667
3948,"(0, 1, 2, 1, 0, 2, 0, 2, 0)",18.9870060992,994089.566667
3949,"(0, 1, 2, 1, 0, 2, 0, 2, 1)",18.3770883055,1003279.7
3950,"(0, 1, 2, 1, 0, 2, 0, 2, 2)",18.1782020684,1020581.33333
3951,"(0, 1, 2, 1, 0, 2, 1, 0, 0)",19.9681782021,959701.033333
3952,"(0, 1, 2, 1, 0, 2, 1, 0, 1)",19.3582604084,968891.166667
3953,"(0, 1, 2, 1, 0, 2, 1, 0, 2)",19.1593741713,986192.8
3954,"(0, 1, 2, 1, 0, 2, 1, 1, 0)",17.9395385839,950287.2
3955,"(0, 1, 2, 1, 0, 2, 1, 1, 1)",17.3296207902,959477.333333
3956,"(0, 1, 2, 1, 0, 2, 1, 1, 2)",17.1307345532,976778.966667
3957,"(0, 1, 2, 1, 0, 2, 1, 2, 0)",17.5285070273,979225.366667
3958,"(0, 1, 2, 1, 0, 2, 1, 2, 1)",16.9185892336,988415.5
3959,"(0, 1, 2, 1, 0, 2, 1, 2, 2)",16.7197029966,1005717.13333
3960,"(0, 1, 2, 1, 0, 2, 2, 0, 0)",18.6953062848,961087.5
3961,"(0, 1, 2, 1, 0, 2, 2, 0, 1)",18.0853884911,970277.633333
3962,"(0, 1, 2, 1, 0, 2, 2, 0, 2)",17.886502254,987579.266667
3963,"(0, 1, 2, 1, 0, 2, 2, 1, 0)",16.6666666667,951673.666667
3964,"(0, 1, 2, 1, 0, 2, 2, 1, 1)",16.056748873,960863.8
3965,"(0, 1, 2, 1, 0, 2, 2, 1, 2)",15.8578626359,978165.433333
3966,"(0, 1, 2, 1, 0, 2, 2, 2, 0)",16.2556351101,980611.833333
3967,"(0, 1, 2, 1, 0, 2, 2, 2, 1)",15.6457173164,989801.966667
3968,"(0, 1, 2, 1, 0, 2, 2, 2, 2)",15.4468310793,1007103.6
3969,"(0, 1, 2, 1, 1, 0, 0, 0, 0)",21.4266772739,1096469.8
3970,"(0, 1, 2, 1, 1, 0, 0, 0, 1)",20.8167594802,1105659.93333
3971,"(0, 1, 2, 1, 1, 0, 0, 0, 2)",20.6178732432,1122961.56667
3972,"(0, 1, 2, 1, 1, 0, 0, 1, 0)",19.3980376558,1087055.96667
3973,"(0, 1, 2, 1, 1, 0, 0, 1, 1)",18.7881198621,1096246.1
3974,"(0, 1, 2, 1, 1, 0, 0, 1, 2)",18.589233625,1113547.73333
3975,"(0, 1, 2, 1, 1, 0, 0, 2, 0)",18.9870060992,1115994.13333
3976,"(0, 1, 2, 1, 1, 0, 0, 2, 1)",18.3770883055,1125184.26667
3977,"(0, 1, 2, 1, 1, 0, 0, 2, 2)",18.1782020684,1142485.9
3978,"(0, 1, 2, 1, 1, 0, 1, 0, 0)",19.9681782021,1081605.6
3979,"(0, 1, 2, 1, 1, 0, 1, 0, 1)",19.3582604084,1090795.73333
3980,"(0, 1, 2, 1, 1, 0, 1, 0, 2)",19.1593741713,1108097.36667
3981,"(0, 1, 2, 1, 1, 0, 1, 1, 0)",17.9395385839,1072191.76667
3982,"(0, 1, 2, 1, 1, 0, 1, 1, 1)",17.3296207902,1081381.9
3983,"(0, 1, 2, 1, 1, 0, 1, 1, 2)",17.1307345532,1098683.53333
3984,"(0, 1, 2, 1, 1, 0, 1, 2, 0)",17.5285070273,1101129.93333
3985,"(0, 1, 2, 1, 1, 0, 1, 2, 1)",16.9185892336,1110320.06667
3986,"(0, 1, 2, 1, 1, 0, 1, 2, 2)",16.7197029966,1127621.7
3987,"(0, 1, 2, 1, 1, 0, 2, 0, 0)",18.6953062848,1082992.06667
3988,"(0, 1, 2, 1, 1, 0, 2, 0, 1)",18.0853884911,1092182.2
3989,"(0, 1, 2, 1, 1, 0, 2, 0, 2)",17.886502254,1109483.83333
3990,"(0, 1, 2, 1, 1, 0, 2, 1, 0)",16.6666666667,1073578.23333
3991,"(0, 1, 2, 1, 1, 0, 2, 1, 1)",16.056748873,1082768.36667
3992,"(0, 1, 2, 1, 1, 0, 2, 1, 2)",15.8578626359,1100070.0
3993,"(0, 1, 2, 1, 1, 0, 2, 2, 0)",16.2556351101,1102516.4
3994,"(0, 1, 2, 1, 1, 0, 2, 2, 1)",15.6457173164,1111706.53333
3995,"(0, 1, 2, 1, 1, 0, 2, 2, 2)",15.4468310793,1129008.16667
3996,"(0, 1, 2, 1, 1, 1, 0, 0, 0)",21.4266772739,1120245.73333
3997,"(0, 1, 2, 1, 1, 1, 0, 0, 1)",20.8167594802,1129435.86667
3998,"(0, 1, 2, 1, 1, 1, 0, 0, 2)",20.6178732432,1146737.5
3999,"(0, 1, 2, 1, 1, 1, 0, 1, 0)",19.3980376558,1110831.9
4000,"(0, 1, 2, 1, 1, 1, 0, 1, 1)",18.7881198621,1120022.03333
4001,"(0, 1, 2, 1, 1, 1, 0, 1, 2)",18.589233625,1137323.66667
4002,"(0, 1, 2, 1, 1, 1, 0, 2, 0)",18.9870060992,1139770.06667
4003,"(0, 1, 2, 1, 1, 1, 0, 2, 1)",18.3770883055,1148960.2
4004,"(0, 1, 2, 1, 1, 1, 0, 2, 2)",18.1782020684,1166261.83333
4005,"(0, 1, 2, 1, 1, 1, 1, 0, 0)",19.9681782021,1105381.53333
4006,"(0, 1, 2, 1, 1, 1, 1, 0, 1)",19.3582604084,1114571.66667
4007,"(0, 1, 2, 1, 1, 1, 1, 0, 2)",19.1593741713,1131873.3
4008,"(0, 1, 2, 1, 1, 1, 1, 1, 0)",17.9395385839,1095967.7
4009,"(0, 1, 2, 1, 1, 1, 1, 1, 1)",17.3296207902,1105157.83333
4010,"(0, 1, 2, 1, 1, 1, 1, 1, 2)",17.1307345532,1122459.46667
4011,"(0, 1, 2, 1, 1, 1, 1, 2, 0)",17.5285070273,1124905.86667
4012,"(0, 1, 2, 1, 1, 1, 1, 2, 1)",16.9185892336,1134096.0
4013,"(0, 1, 2, 1, 1, 1, 1, 2, 2)",16.7197029966,1151397.63333
4014,"(0, 1, 2, 1, 1, 1, 2, 0, 0)",18.6953062848,1106768.0
4015,"(0, 1, 2, 1, 1, 1, 2, 0, 1)",18.0853884911,1115958.13333
4016,"(0, 1, 2, 1, 1, 1, 2, 0, 2)",17.886502254,1133259.76667
4017,"(0, 1, 2, 1, 1, 1, 2, 1, 0)",16.6666666667,1097354.16667
4018,"(0, 1, 2, 1, 1, 1, 2, 1, 1)",16.056748873,1106544.3
4019,"(0, 1, 2, 1, 1, 1, 2, 1, 2)",15.8578626359,1123845.93333
4020,"(0, 1, 2, 1, 1, 1, 2, 2, 0)",16.2556351101,1126292.33333
4021,"(0, 1, 2, 1, 1, 1, 2, 2, 1)",15.6457173164,1135482.46667
4022,"(0, 1, 2, 1, 1, 1, 2, 2, 2)",15.4468310793,1152784.1
4023,"(0, 1, 2, 1, 1, 2, 0, 0, 0)",21.4266772739,1144021.66667
4024,"(0, 1, 2, 1, 1, 2, 0, 0, 1)",20.8167594802,1153211.8
4025,"(0, 1, 2, 1, 1, 2, 0, 0, 2)",20.6178732432,1170513.43333
4026,"(0, 1, 2, 1, 1, 2, 0, 1, 0)",19.3980376558,1134607.83333
4027,"(0, 1, 2, 1, 1, 2, 0, 1, 1)",18.7881198621,1143797.96667
4028,"(0, 1, 2, 1, 1, 2, 0, 1, 2)",18.589233625,1161099.6
4029,"(0, 1, 2, 1, 1, 2, 0, 2, 0)",18.9870060992,1163546.0
4030,"(0, 1, 2, 1, 1, 2, 0, 2, 1)",18.3770883055,1172736.13333
